trader_id,age,prior_experience_years,starting_capital,account_age_months,instrument,market_regime,broker_cost_bps,risk_per_trade_pct,avg_leverage,trades_per_month,uses_stop_loss,avg_win_hold_days,avg_loss_hold_days,diversification,journals_trades,revenge_trading,overconfidence,follows_plan,chases_volatility,position_sizing_discipline,net_return_pct,profitable,blew_up
TRD035164,22,0.8,2020.0,23,stocks,bull,13.3,0.66,1.4,59,1,10.6,21.0,5.9,0,0.6,4.6,2.6,6.5,7.7,-40.0,0,1
TRD035165,40,1.8,2960.0,11,options,bull,9.0,4.28,15.7,18,1,7.0,14.9,2.4,1,2.1,4.8,0.4,6.6,5.3,15.6,1,0
TRD035166,35,1.5,5470.0,4,forex,choppy,18.6,0.96,10.2,11,0,1.2,2.8,2.0,2,5.0,7.4,7.6,10.0,10.0,-40.0,0,1
TRD035167,20,0.4,12850.0,9,options,bull,6.2,3.65,3.0,99,1,4.3,8.9,2.2,0,1.5,5.6,4.2,10.0,9.2,-40.0,0,1
TRD035168,43,2.1,3420.0,17,forex,bull,8.0,2.29,8.6,40,1,14.7,17.5,4.2,0,7.0,5.5,5.6,7.5,7.6,1.6,1,0
TRD035169,47,5.7,2660.0,3,stocks,choppy,9.1,1.66,3.7,6,1,7.4,12.9,2.5,2,5.7,3.0,3.2,7.4,3.9,-1.7,0,0
TRD035170,35,2.5,4230.0,35,crypto,bear,12.7,1.33,7.6,24,0,1.5,3.6,1.9,0,7.2,0.2,4.1,6.6,6.5,-40.0,0,1
TRD035171,35,3.7,2510.0,70,stocks,bull,0.5,0.99,1.0,4,0,2.0,4.5,4.5,1,4.0,8.7,5.7,9.4,7.6,-40.0,0,1
TRD035172,22,1.2,7300.0,4,crypto,choppy,14.1,1.81,9.6,64,1,11.5,12.2,1.1,0,8.2,0.7,4.2,6.3,6.5,-40.0,0,1
TRD035173,41,1.7,1810.0,6,crypto,bull,11.7,2.47,20.6,22,0,4.0,7.8,0.9,1,5.3,1.9,5.7,4.4,3.5,-40.0,0,1
TRD035174,33,1.2,5640.0,20,crypto,choppy,10.2,0.81,16.9,29,1,1.3,1.4,2.6,0,5.5,0.0,5.3,6.5,10.0,-40.0,0,1
TRD035175,28,0.9,16310.0,5,etf,bull,5.8,2.52,2.4,10,0,7.0,7.0,4.4,1,7.7,2.9,7.4,4.9,10.0,-24.1,0,0
TRD035176,39,0.1,4360.0,34,forex,choppy,10.0,2.2,8.7,7,0,3.9,6.1,6.4,0,2.2,3.0,2.5,3.1,7.2,-2.1,0,0
TRD035177,39,0.8,3430.0,19,stocks,choppy,14.9,6.93,1.2,49,0,11.0,26.6,4.0,0,3.7,3.7,7.5,6.1,10.0,-32.2,0,0
TRD035178,40,3.2,73630.0,15,etf,bull,25.3,1.63,3.3,17,1,1.3,1.9,4.2,1,4.6,5.1,4.0,9.9,5.8,-6.8,0,0
TRD035179,19,2.1,7080.0,12,futures,bull,7.0,2.4,3.4,42,0,9.8,22.4,2.6,1,5.0,5.4,5.4,7.4,9.5,-11.2,0,0
TRD035180,28,0.7,3220.0,22,options,bull,3.5,0.45,12.3,17,0,12.0,30.3,4.3,0,3.5,5.4,7.9,8.5,10.0,-25.3,0,0
TRD035181,28,7.8,4240.0,6,stocks,bull,12.8,2.27,1.0,31,0,4.8,11.3,1.3,1,5.0,8.3,6.8,10.0,10.0,-21.2,0,0
TRD035182,33,2.5,8060.0,25,crypto,choppy,4.0,1.21,15.2,46,1,6.9,12.1,1.4,1,2.3,6.2,9.8,5.9,8.6,-40.0,0,1
TRD035183,22,3.9,1190.0,25,stocks,bear,3.0,4.12,1.0,7,0,3.8,5.3,0.0,2,2.9,7.7,7.0,10.0,6.4,-40.0,0,1
TRD035184,24,0.1,3300.0,17,forex,choppy,10.2,3.42,15.6,38,0,12.0,21.2,0.0,1,6.0,7.2,3.6,8.5,7.5,-40.0,0,1
TRD035185,47,0.6,6640.0,22,crypto,bull,19.1,2.81,9.1,9,1,6.1,13.3,2.0,0,6.5,3.3,6.2,4.5,7.1,-40.0,0,1
TRD035186,34,1.2,19910.0,5,crypto,choppy,6.8,4.6,4.6,16,1,2.2,5.6,0.1,1,4.6,3.9,6.8,7.7,9.1,-16.1,0,0
TRD035187,27,4.4,22070.0,8,forex,bull,12.7,0.67,17.2,9,0,4.9,6.5,1.0,0,3.4,0.8,4.5,6.7,9.8,-5.0,0,0
TRD035188,25,1.9,10510.0,12,forex,choppy,5.4,1.03,4.0,45,0,14.7,35.6,2.4,1,3.0,3.8,4.0,9.0,7.3,-40.0,0,1
TRD035189,38,1.2,67090.0,24,stocks,bull,30.5,2.0,1.0,39,0,4.5,6.4,4.1,1,6.2,4.3,7.5,5.1,6.5,-3.6,0,0
TRD035190,29,0.5,16720.0,13,futures,bear,17.4,4.95,8.2,11,1,2.9,7.0,6.5,0,4.8,5.0,7.7,4.3,7.7,-40.0,0,1
TRD035191,49,1.3,22330.0,9,stocks,bull,34.3,2.73,2.0,83,1,7.1,12.8,6.2,0,5.7,4.3,2.8,3.0,2.1,-5.4,0,0
TRD035192,27,1.7,4160.0,7,forex,bull,26.2,3.65,11.9,5,0,9.9,18.7,3.7,1,1.8,4.1,2.7,9.5,7.2,-30.1,0,0
TRD035193,24,0.6,17040.0,15,crypto,bear,13.6,0.33,21.1,14,1,11.8,20.7,2.9,0,6.1,3.0,8.1,10.0,10.0,-6.4,0,0
TRD035194,25,0.8,7320.0,14,forex,bear,19.3,2.66,5.9,89,0,8.4,14.7,0.0,0,4.4,5.0,4.0,6.2,8.5,-5.6,0,0
TRD035195,44,1.5,2350.0,4,crypto,bear,14.3,2.72,9.4,61,1,9.2,21.4,4.4,0,7.1,4.3,3.7,5.6,9.4,9.3,1,0
TRD035196,30,5.2,1130.0,49,crypto,bear,19.3,4.01,10.1,52,0,6.1,14.4,5.7,1,2.5,6.6,6.2,6.7,7.2,-40.0,0,1
TRD035197,21,4.8,10850.0,15,stocks,bear,5.8,1.07,1.5,45,0,2.9,4.4,1.1,0,6.5,7.6,3.0,7.4,4.2,-40.0,0,1
TRD035198,42,0.4,7440.0,6,forex,bull,13.1,1.08,9.2,55,1,2.4,2.5,2.3,0,3.8,5.5,3.5,9.8,5.2,14.9,1,0
TRD035199,23,2.1,5030.0,8,etf,bull,20.0,3.35,3.2,20,0,14.0,26.2,2.2,2,4.0,1.9,7.1,3.8,9.6,14.6,1,0
TRD035200,40,0.1,8540.0,1,forex,bear,15.7,1.25,13.8,16,0,1.2,3.0,6.1,1,7.0,6.7,6.3,8.7,10.0,-25.2,0,0
TRD035201,32,1.4,1880.0,12,crypto,choppy,3.1,2.67,2.9,12,0,1.8,4.4,0.9,1,5.9,0.0,4.1,7.8,5.9,-39.6,0,0
TRD035202,27,2.6,19650.0,16,forex,choppy,4.0,1.53,1.4,43,1,4.4,10.1,2.8,0,2.4,1.1,2.2,3.7,4.0,0.5,1,0
TRD035203,18,0.9,5650.0,6,stocks,bear,26.1,0.35,1.0,24,0,22.4,24.6,5.0,2,6.1,2.2,10.0,6.1,10.0,-9.2,0,0
TRD035204,35,1.8,4640.0,32,stocks,choppy,3.4,1.74,2.3,28,0,9.7,22.2,1.5,1,4.1,8.9,5.4,10.0,8.4,-40.0,0,1
TRD035205,46,2.6,15010.0,49,crypto,choppy,4.2,6.95,43.0,20,0,4.8,10.3,3.3,1,4.9,6.6,7.8,8.3,10.0,-40.0,0,1
TRD035206,24,0.9,7740.0,13,crypto,bull,14.5,5.86,32.4,10,0,3.0,3.2,5.2,2,4.5,5.4,3.3,7.8,8.1,-21.1,0,0
TRD035207,46,2.6,3790.0,6,crypto,choppy,20.5,0.51,2.4,42,0,2.2,3.8,5.8,2,4.5,3.3,6.6,2.9,4.7,-10.8,0,0
TRD035208,18,2.7,10940.0,7,etf,bull,3.3,0.73,4.6,21,1,4.5,8.6,4.2,0,4.6,5.3,4.1,7.4,5.9,-19.9,0,0
TRD035209,18,0.6,3630.0,6,futures,bull,17.3,1.15,17.2,6,1,1.6,2.8,6.9,1,0.0,7.5,9.7,5.4,7.9,-40.0,0,1
TRD035210,42,3.0,1570.0,5,forex,choppy,10.3,2.49,13.1,26,0,17.1,37.8,3.3,0,8.2,9.4,8.8,10.0,10.0,-40.0,0,1
TRD035211,38,1.9,2240.0,3,etf,choppy,8.7,4.72,2.0,11,1,5.2,7.6,4.7,1,3.5,6.7,4.5,7.6,7.6,-13.2,0,0
TRD035212,45,0.8,2770.0,6,forex,choppy,6.5,3.0,8.0,13,0,5.9,6.0,3.9,1,5.5,6.6,6.8,6.3,10.0,15.7,1,0
TRD035213,19,2.2,9770.0,12,forex,bull,9.9,1.82,1.2,15,0,1.4,2.1,4.7,1,4.3,6.7,2.3,8.6,5.2,6.6,1,0
TRD035214,26,2.3,30440.0,6,etf,choppy,9.0,0.79,1.1,29,1,8.6,11.9,1.3,0,3.1,3.3,6.6,9.1,9.2,-24.0,0,0
TRD035215,48,2.0,4850.0,8,futures,bull,3.4,0.74,11.9,9,0,1.1,2.5,5.2,0,3.6,7.8,8.8,9.3,7.0,-40.0,0,1
TRD035216,39,0.2,6830.0,32,forex,bull,12.9,1.5,11.0,23,0,2.1,3.3,2.5,1,4.4,2.9,5.4,4.4,10.0,-25.1,0,0
TRD035217,29,2.2,5330.0,17,stocks,bull,22.7,1.56,1.9,86,0,6.2,12.3,5.9,0,4.2,7.2,9.6,8.4,6.5,-7.5,0,0
TRD035218,27,7.6,4350.0,14,crypto,bear,2.1,2.09,17.4,57,0,0.4,0.5,3.2,0,3.8,0.0,10.0,7.4,10.0,-9.8,0,0
TRD035219,42,0.3,9490.0,3,forex,bear,20.2,2.68,13.7,43,1,3.9,5.3,5.2,0,3.1,6.0,3.7,5.7,3.1,-16.2,0,0
TRD035220,41,1.2,9440.0,11,futures,bull,8.2,2.59,7.0,75,1,10.0,10.7,1.9,2,3.9,4.1,3.2,4.4,2.4,-19.6,0,0
TRD035221,38,5.4,5160.0,12,stocks,bear,5.2,1.94,3.5,85,1,7.5,9.7,3.9,1,9.1,5.2,9.1,8.0,5.5,-40.0,0,1
TRD035222,49,0.7,10220.0,18,crypto,bull,36.7,0.54,9.5,27,0,2.4,5.9,6.8,1,10.0,4.4,4.9,5.7,2.6,-4.8,0,0
TRD035223,46,2.9,1560.0,18,options,bear,15.4,3.47,13.7,35,0,6.0,9.4,3.5,0,4.6,4.6,4.3,5.0,6.5,-40.0,0,1
TRD035224,40,1.8,7070.0,8,etf,choppy,15.0,3.56,1.9,22,0,5.8,10.2,0.0,0,9.4,5.3,7.6,8.7,10.0,-40.0,0,1
TRD035225,18,0.8,6480.0,14,forex,bear,13.6,2.64,4.3,54,0,9.6,16.7,7.7,1,3.7,4.9,4.0,9.3,10.0,-40.0,0,1
TRD035226,34,3.4,1830.0,39,crypto,bull,3.5,2.15,6.4,49,0,6.7,7.2,3.1,1,6.1,2.4,6.1,4.1,8.3,-1.4,0,0
TRD035227,44,2.0,3410.0,33,stocks,bull,7.2,5.09,2.2,3,1,6.5,15.1,3.6,1,4.8,6.1,4.2,6.0,8.6,-23.3,0,0
TRD035228,19,1.6,9330.0,10,crypto,choppy,9.8,3.55,9.3,12,1,15.9,22.3,4.6,2,6.7,0.7,5.0,4.8,5.6,-41.6,0,1
TRD035229,37,1.6,11380.0,8,crypto,choppy,3.9,0.43,12.6,58,1,2.3,3.4,5.3,2,8.4,5.6,4.9,7.8,7.3,-2.8,0,0
TRD035230,31,0.9,7160.0,10,stocks,choppy,38.9,1.74,1.9,7,1,13.9,19.4,3.6,1,6.9,1.8,5.7,7.2,10.0,-5.8,0,0
TRD035231,45,1.6,4830.0,12,forex,bear,8.9,3.87,9.7,102,0,7.0,10.0,4.6,0,7.1,7.2,7.0,5.3,6.7,-40.0,0,1
TRD035232,18,1.8,850.0,20,options,choppy,13.0,0.59,3.3,42,1,6.6,9.9,4.7,1,1.8,4.3,5.9,5.7,9.6,-11.0,0,0
TRD035233,32,0.5,1300.0,5,forex,bear,10.7,0.84,17.0,8,1,12.8,18.2,9.5,0,4.8,5.5,6.0,6.4,6.3,-40.0,0,1
TRD035234,46,4.1,6020.0,17,etf,bull,18.8,3.88,1.0,28,0,3.1,3.2,3.5,1,3.5,4.9,3.3,7.4,2.8,-40.0,0,1
TRD035235,38,3.6,6200.0,26,crypto,choppy,4.1,1.09,4.0,54,0,10.0,16.2,1.4,0,5.9,5.6,5.7,3.1,7.3,-13.9,0,0
TRD035236,36,1.0,1360.0,18,forex,choppy,26.8,2.83,7.1,49,1,4.1,9.6,5.7,2,0.0,3.0,7.6,7.2,10.0,8.0,1,0
TRD035237,39,2.8,2460.0,10,options,bear,10.3,3.31,9.1,8,0,10.0,21.2,5.4,1,10.0,4.2,9.5,9.7,9.3,-40.0,0,1
TRD035238,27,1.0,24040.0,3,futures,choppy,22.1,2.43,23.1,49,0,0.3,0.7,7.8,1,7.6,3.9,8.5,6.0,10.0,-40.0,0,1
TRD035239,18,2.1,8340.0,22,stocks,bear,8.8,2.27,1.0,23,0,2.1,4.2,4.3,0,6.0,0.0,2.6,4.5,4.5,20.4,1,0
TRD035240,32,0.6,25330.0,23,stocks,choppy,4.9,3.55,1.0,13,1,0.7,1.4,6.0,0,6.1,3.7,10.0,3.2,9.7,-42.0,0,1
TRD035241,48,4.0,4250.0,46,stocks,bull,23.5,1.78,2.1,9,1,23.8,39.3,5.6,0,8.2,5.0,5.0,8.8,6.8,-20.0,0,0
TRD035242,41,2.0,5020.0,10,crypto,bull,11.1,1.93,13.2,28,1,7.4,13.0,6.7,2,2.2,4.7,6.3,8.8,10.0,-40.0,0,1
TRD035243,48,0.5,6390.0,19,stocks,bull,4.1,1.17,2.6,32,1,6.3,8.5,2.9,0,7.8,4.0,6.4,9.3,7.7,-40.0,0,1
TRD035244,34,2.2,2200.0,9,etf,bull,17.4,2.59,1.0,72,0,4.4,7.0,5.9,0,2.4,2.3,4.7,4.7,7.0,-10.1,0,0
TRD035245,51,1.9,8300.0,5,stocks,bull,9.7,0.1,1.0,13,1,21.6,50.8,4.0,1,4.7,9.0,2.6,10.0,7.6,-40.0,0,1
TRD035246,33,3.8,7290.0,5,options,choppy,17.1,2.03,3.0,61,0,5.1,12.4,1.8,1,3.9,7.4,4.4,1.6,4.8,-40.0,0,1
TRD035247,44,5.0,6550.0,3,crypto,bull,32.4,0.91,6.9,32,1,5.6,5.7,3.1,1,1.4,0.0,5.9,3.5,8.0,5.9,1,0
TRD035248,28,2.1,14700.0,2,options,choppy,27.9,2.56,1.0,28,0,2.5,3.6,8.7,2,4.6,2.2,5.5,6.4,10.0,-5.8,0,0
TRD035249,36,0.8,1770.0,21,options,bull,4.6,1.69,7.2,59,0,1.7,3.1,5.3,1,6.2,8.9,10.0,7.1,4.6,-40.0,0,1
TRD035250,19,1.0,1260.0,6,forex,bull,23.8,5.5,3.7,1,0,18.7,27.1,2.8,2,7.8,5.9,6.9,5.5,10.0,-5.7,0,0
TRD035251,21,1.5,7720.0,13,stocks,bull,11.4,1.55,1.8,49,0,20.1,23.8,7.1,0,7.8,6.7,3.4,6.9,4.3,12.0,1,0
TRD035252,31,4.3,10620.0,9,etf,bull,6.4,2.34,1.7,2,0,8.0,19.7,4.8,2,5.9,6.8,9.3,9.9,9.6,0.8,1,0
TRD035253,29,1.2,7600.0,9,futures,bull,8.3,0.46,7.2,60,0,0.5,1.3,6.0,2,8.0,4.3,2.8,6.8,5.6,-40.0,0,1
TRD035254,31,0.2,2930.0,16,crypto,choppy,4.2,1.81,2.9,54,1,7.6,13.0,0.0,0,3.7,7.5,4.6,10.0,5.6,-40.0,0,1
TRD035255,22,0.5,1360.0,34,etf,bull,2.0,2.21,5.6,107,0,1.8,4.1,2.5,0,4.6,7.4,4.6,9.3,3.5,-40.0,0,1
TRD035256,36,0.5,6730.0,10,stocks,bull,36.7,3.54,1.0,40,1,8.2,17.8,3.1,1,2.9,5.8,6.1,4.7,9.9,15.9,1,0
TRD035257,27,0.6,3210.0,12,crypto,bull,3.8,6.67,11.1,31,0,5.3,7.8,4.5,1,6.4,2.9,5.7,7.0,3.9,-5.6,0,0
TRD035258,33,2.5,3730.0,47,options,bull,10.6,1.69,7.1,41,1,4.5,8.1,1.3,0,4.4,6.1,4.1,3.4,7.6,-7.7,0,0
TRD035259,22,6.7,20070.0,10,stocks,choppy,15.1,1.94,2.2,17,0,4.3,8.9,0.0,1,8.5,3.4,10.0,7.4,6.6,-16.5,0,0
TRD035260,25,1.1,3960.0,4,crypto,bull,7.9,1.29,4.2,32,0,0.8,1.9,6.6,2,7.7,3.0,6.5,3.9,9.7,-40.0,0,1
TRD035261,33,1.6,4560.0,8,crypto,bull,12.3,0.83,4.1,12,0,1.5,2.0,1.2,0,7.5,1.1,5.1,6.9,8.7,4.8,1,0
TRD035262,36,1.9,7740.0,16,options,bear,11.0,1.49,7.9,38,0,1.4,2.9,3.2,0,4.2,5.8,4.7,7.6,7.6,-40.0,0,1
TRD035263,32,1.5,1260.0,5,options,choppy,16.2,1.0,9.7,39,0,13.0,13.8,0.0,1,2.9,5.6,8.1,6.4,10.0,-40.0,0,1
TRD035264,52,0.6,3690.0,15,forex,choppy,4.0,3.9,9.3,23,1,1.9,4.5,4.7,0,5.8,2.1,10.0,9.3,5.9,-15.8,0,0
TRD035265,44,0.9,5300.0,5,stocks,bull,2.9,1.09,3.0,61,1,3.5,7.9,5.6,0,6.9,5.9,3.4,9.8,7.5,-40.0,0,1
TRD035266,37,1.3,20030.0,7,etf,bear,10.8,3.63,1.0,59,1,3.5,8.9,4.5,0,6.6,8.2,2.7,9.6,2.5,16.6,1,0
TRD035267,26,2.8,6420.0,6,options,bear,12.1,2.48,4.9,9,1,3.4,4.1,7.1,0,4.8,1.5,1.6,2.2,5.0,-40.0,0,1
TRD035268,20,3.7,7160.0,38,futures,choppy,24.4,2.25,8.3,26,0,4.7,8.6,6.9,1,4.5,3.9,4.3,9.7,5.4,2.1,1,0
TRD035269,23,0.9,1490.0,10,futures,bull,22.0,1.29,1.1,63,1,1.5,3.8,3.8,0,3.6,6.4,5.5,7.1,7.2,-40.0,0,1
TRD035270,43,1.4,6080.0,10,options,choppy,1.5,1.48,10.0,8,0,6.2,7.6,2.7,0,5.0,7.4,4.3,4.8,9.4,-40.0,0,1
TRD035271,37,0.3,6210.0,10,etf,bear,19.9,2.63,1.0,44,1,14.3,36.9,3.5,0,5.4,7.6,3.5,10.0,6.9,1.2,1,0
TRD035272,35,0.2,2460.0,10,options,choppy,5.7,2.62,6.0,47,1,6.9,11.7,6.2,2,5.6,5.0,7.6,5.3,7.9,-40.0,0,1
TRD035273,46,0.4,6590.0,30,crypto,choppy,6.7,3.03,6.2,23,1,5.2,8.9,4.3,0,3.4,7.5,0.8,2.5,6.8,-40.0,0,1
TRD035274,35,1.3,2780.0,6,forex,bear,3.2,2.13,3.4,5,1,6.7,7.5,4.7,1,3.9,5.9,7.1,5.2,10.0,15.8,1,0
TRD035275,45,0.5,15760.0,7,stocks,choppy,9.2,2.93,2.2,7,1,2.8,6.2,5.0,1,10.0,7.0,7.3,8.0,6.0,-40.0,0,1
TRD035276,37,1.6,12000.0,11,stocks,bull,13.0,2.44,1.0,50,1,1.1,1.3,4.8,1,3.6,4.7,4.8,10.0,8.0,-27.2,0,0
TRD035277,25,1.3,3580.0,2,stocks,choppy,10.6,3.16,1.3,60,0,7.6,15.2,4.0,0,8.2,6.3,8.5,9.5,10.0,-40.0,0,1
TRD035278,46,1.2,1280.0,23,stocks,bull,8.3,5.05,1.7,2,0,3.6,5.6,3.1,2,0.0,4.7,5.5,8.6,3.4,2.0,1,0
TRD035279,40,2.9,20280.0,4,options,bull,14.3,1.31,2.8,36,1,2.9,3.0,5.4,0,4.1,6.4,0.0,3.2,9.5,0.5,1,0
TRD035280,41,3.9,6160.0,34,forex,choppy,5.2,0.24,7.2,90,1,1.2,2.9,3.7,1,3.0,8.5,7.3,10.0,9.1,-14.0,0,0
TRD035281,26,1.5,7180.0,17,stocks,bull,11.0,1.53,1.3,16,0,0.3,0.5,3.2,0,8.9,6.9,10.0,9.2,7.4,9.5,1,0
TRD035282,31,3.6,15390.0,11,stocks,choppy,13.9,4.12,1.2,51,0,1.9,4.9,5.0,1,6.7,2.8,3.4,8.2,6.2,-40.0,0,1
TRD035283,40,1.4,2310.0,27,forex,choppy,6.3,2.03,3.2,31,0,3.9,6.5,2.9,1,2.1,8.9,3.8,7.1,6.9,-40.0,0,1
TRD035284,28,1.6,1510.0,25,stocks,bear,19.7,1.67,1.2,64,1,9.7,15.0,4.2,1,4.9,3.2,10.0,9.0,8.2,-9.4,0,0
TRD035285,29,0.5,3390.0,20,forex,choppy,8.4,0.28,10.3,22,0,6.6,15.9,3.7,1,6.1,9.1,6.8,8.1,10.0,-40.0,0,1
TRD035286,40,0.9,2280.0,18,crypto,choppy,7.8,2.12,4.7,37,0,16.9,30.1,3.2,0,6.2,4.1,3.8,5.0,6.3,-6.3,0,0
TRD035287,40,4.2,3710.0,28,stocks,bear,14.9,4.08,2.5,22,0,11.9,13.9,7.8,1,7.5,7.5,8.0,4.4,9.3,-16.5,0,0
TRD035288,42,6.1,1880.0,4,crypto,bear,11.2,0.93,1.6,54,0,16.8,43.5,5.3,1,3.0,6.8,4.0,7.8,3.7,-40.0,0,1
TRD035289,25,0.3,8350.0,6,stocks,choppy,1.7,0.97,2.2,16,1,4.1,4.9,3.6,0,2.7,8.8,2.2,8.2,5.3,7.6,1,0
TRD035290,36,3.5,7650.0,11,stocks,bear,14.3,1.57,1.2,6,0,9.0,19.9,3.4,1,4.5,4.8,4.2,8.1,7.9,-26.8,0,0
TRD035291,45,3.7,6540.0,26,forex,bear,6.5,3.12,4.3,34,1,3.2,4.3,4.3,1,5.3,4.9,7.0,3.9,9.1,-44.4,0,0
TRD035292,28,0.8,8360.0,1,options,choppy,3.9,0.35,10.1,2,0,9.1,21.4,3.3,2,7.5,2.0,8.5,6.2,9.8,28.1,1,0
TRD035293,27,2.1,7980.0,16,forex,bear,9.8,2.15,11.9,33,0,19.0,28.6,4.8,0,8.1,2.1,5.5,7.8,10.0,-40.0,0,1
TRD035294,42,0.7,4810.0,6,crypto,bull,28.8,3.61,9.0,13,1,6.9,7.7,4.5,0,5.4,5.4,9.6,4.6,10.0,4.6,1,0
TRD035295,39,2.3,840.0,16,crypto,choppy,0.8,1.0,23.4,7,0,0.9,1.4,2.3,1,7.7,6.1,3.4,8.3,6.0,-40.0,0,1
TRD035296,20,0.9,10900.0,7,stocks,choppy,5.4,4.97,5.8,28,1,6.0,12.4,3.0,0,4.6,7.2,2.2,8.7,4.7,-40.0,0,1
TRD035297,48,0.9,7120.0,24,etf,choppy,7.7,3.06,1.0,21,0,5.5,6.7,2.7,2,5.4,0.5,3.4,5.3,2.1,-43.4,0,0
TRD035298,26,2.3,4180.0,7,stocks,bull,14.6,0.93,2.0,27,1,3.9,8.7,3.2,1,8.0,4.4,2.9,4.5,8.7,-40.0,0,1
TRD035299,33,0.9,35230.0,35,crypto,bull,28.5,0.96,5.8,46,0,9.2,11.2,7.1,0,3.0,2.7,5.0,5.3,8.5,-4.2,0,0
TRD035300,34,0.7,60620.0,44,forex,bear,14.4,1.61,8.8,12,0,16.7,38.0,0.3,0,0.0,2.0,5.9,5.7,8.7,-40.0,0,1
TRD035301,32,0.1,54130.0,19,etf,bull,13.0,3.61,1.4,2,1,1.2,2.8,6.1,2,5.7,3.5,8.9,6.2,5.9,7.7,1,0
TRD035302,40,5.2,5330.0,11,stocks,bull,3.4,3.65,2.8,86,0,5.7,13.4,5.3,1,4.9,6.5,5.9,7.8,6.5,-40.0,0,1
TRD035303,30,0.3,3520.0,8,options,bull,8.0,1.92,8.4,8,0,3.5,6.1,3.6,1,8.6,7.6,1.9,7.5,2.4,-40.0,0,1
TRD035304,28,1.3,9510.0,3,crypto,choppy,0.6,3.5,13.2,32,1,1.2,1.6,2.0,0,6.6,6.8,7.2,8.3,7.6,-9.6,0,0
TRD035305,37,0.5,8680.0,8,stocks,bull,14.9,2.26,1.0,20,0,6.7,12.7,0.7,0,2.9,4.7,6.5,4.6,9.0,-4.4,0,0
TRD035306,24,3.4,22650.0,36,stocks,bull,2.7,0.38,3.7,10,1,7.3,7.6,5.4,0,3.1,3.0,1.7,7.5,4.1,-40.0,0,1
TRD035307,37,2.8,1960.0,18,options,bear,0.7,2.67,12.3,27,1,12.4,19.3,4.9,2,4.6,4.9,4.7,4.1,8.1,-40.0,0,1
TRD035308,46,1.8,3520.0,9,options,choppy,2.3,5.82,5.0,18,0,0.7,1.3,2.7,0,4.8,6.7,6.4,5.2,9.3,-40.0,0,1
TRD035309,27,1.3,8990.0,6,stocks,bull,7.5,2.43,1.0,11,0,1.0,1.0,3.8,1,6.9,3.9,6.2,3.9,10.0,-11.3,0,0
TRD035310,37,1.7,7000.0,12,crypto,bear,5.2,1.95,6.2,58,1,9.0,13.1,5.7,0,4.7,7.3,5.2,6.5,4.2,-40.0,0,1
TRD035311,41,0.5,15860.0,6,crypto,choppy,11.0,5.68,9.2,41,0,3.3,3.9,3.9,2,2.5,5.9,4.0,6.7,8.5,10.2,1,0
TRD035312,29,0.9,8830.0,39,crypto,bear,14.4,0.83,8.2,11,1,16.7,34.5,0.9,0,3.7,3.9,6.4,2.9,10.0,-20.5,0,0
TRD035313,25,0.6,15020.0,24,crypto,bull,21.3,1.64,9.2,3,1,19.8,49.1,2.8,2,4.0,10.0,5.3,9.4,6.2,-40.0,0,1
TRD035314,34,0.6,2270.0,9,crypto,bull,19.2,0.6,17.3,61,1,5.3,9.0,3.9,1,4.1,3.7,4.1,5.2,8.2,-40.0,0,1
TRD035315,42,5.9,1150.0,7,stocks,bear,15.1,8.14,1.1,24,0,0.3,0.5,7.3,0,8.9,5.2,2.3,6.8,6.3,-40.0,0,1
TRD035316,45,0.2,2090.0,1,stocks,bull,1.3,2.02,2.0,18,0,3.0,5.1,2.0,0,6.9,1.2,10.0,7.8,10.0,-31.7,0,0
TRD035317,38,1.5,7760.0,2,forex,bear,19.3,6.29,12.3,28,0,1.9,2.2,3.9,0,8.2,5.9,3.7,8.4,4.9,-6.2,0,0
TRD035318,25,1.5,270.0,37,futures,bull,15.3,3.22,5.7,50,0,7.0,10.1,5.7,0,4.7,5.8,6.0,10.0,7.4,-40.0,0,1
TRD035319,22,2.3,5080.0,2,stocks,bear,41.2,0.82,2.0,30,0,14.2,19.6,4.5,2,2.5,7.2,3.9,8.0,5.1,-16.6,0,0
TRD035320,41,1.2,2000.0,11,stocks,choppy,6.3,0.73,6.1,22,1,4.9,8.4,5.6,1,3.2,9.6,5.4,10.0,8.1,-40.0,0,1
TRD035321,32,7.7,3520.0,20,crypto,bear,12.7,8.33,13.7,12,1,5.4,9.9,4.7,1,4.6,3.6,2.0,7.8,3.9,-16.4,0,0
TRD035322,37,1.8,2690.0,7,stocks,bear,8.4,2.06,1.5,2,1,5.3,13.7,5.1,0,4.3,4.8,8.8,8.3,7.7,8.6,1,0
TRD035323,48,4.4,18840.0,21,stocks,bear,14.3,0.68,1.4,68,0,9.4,16.7,9.1,0,5.1,3.1,4.3,5.9,5.9,-40.0,0,1
TRD035324,31,0.9,15770.0,20,stocks,choppy,8.6,1.45,2.7,5,0,14.9,16.2,2.8,1,8.4,7.7,4.4,7.3,8.4,-2.3,0,0
TRD035325,40,2.2,1760.0,20,options,bull,3.3,4.15,9.8,40,0,4.3,5.7,3.1,0,2.5,4.3,7.4,7.3,5.8,-11.0,0,0
TRD035326,32,3.2,1660.0,4,crypto,choppy,10.4,1.41,15.2,18,1,21.9,32.8,0.0,2,2.6,3.6,7.8,10.0,10.0,-40.0,0,1
